                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     23,                 1.2866,                0.90449,                 0.8963,                0.97805,                0.90349,                0.95496,                0.63545,                 1.0965,                0.71643,                0.85933,               0.007822,               0.007822,               0.007822
                     24,                 1.2808,                0.90712,                0.90986,                0.99068,                 0.8638,                 0.9264,                0.65229,                  1.038,                0.73896,                0.85296,               0.007723,               0.007723,               0.007723
                     25,                 1.2539,                0.90344,                0.89855,                0.95214,                 0.8679,                0.91625,                 0.6051,                 1.1017,                 0.7451,                0.87513,               0.007624,               0.007624,               0.007624
                     26,                 1.2222,                0.81709,                0.89639,                  0.935,                0.87169,                0.92829,                0.63164,                 1.0188,                  0.745,                0.86415,               0.007525,               0.007525,               0.007525
                     27,                 1.2173,                0.79666,                0.89365,                0.97194,                0.91579,                0.95001,                0.64324,                 1.0226,                0.63177,                0.85776,               0.007426,               0.007426,               0.007426
                     28,                 1.2471,                0.84552,                0.86773,                0.97456,                0.90742,                 0.9435,                0.63284,                 1.0502,                0.63556,                0.85732,               0.007327,               0.007327,               0.007327
                     29,                 1.1874,                0.73942,                0.86158,                0.94769,                0.95602,                0.95944,                0.65176,                 1.0305,                0.59963,                0.85395,               0.007228,               0.007228,               0.007228
                     30,                 1.1101,                0.72503,                0.87507,                0.92225,                0.92637,                0.95208,                0.60399,                 1.1014,                0.64405,                0.86973,               0.007129,               0.007129,               0.007129
                     31,                 1.2569,                0.78243,                0.86687,                0.97466,                0.93258,                0.97232,                0.64001,                 1.1318,                0.63042,                0.86114,                0.00703,                0.00703,                0.00703
                     32,                 1.1972,                0.74838,                0.87556,                0.95707,                0.99149,                0.98717,                0.67752,                 1.0736,                0.58688,                 0.8558,               0.006931,               0.006931,               0.006931
                     33,                 1.1983,                0.72374,                0.88571,                0.92431,                0.93509,                0.95165,                 0.6558,                 1.0955,                 0.6185,                0.85308,               0.006832,               0.006832,               0.006832
                     34,                 1.2276,                0.72265,                0.87252,                0.93186,                 0.9213,                0.94927,                0.58726,                 1.2513,                0.62987,                0.87587,               0.006733,               0.006733,               0.006733
                     35,                 1.1719,                0.68749,                0.85342,                0.96632,                0.92564,                0.94886,                0.59715,                 1.1601,                 0.5949,                0.86011,               0.006634,               0.006634,               0.006634
                     36,                 1.1089,                0.67608,                0.85693,                0.95995,                0.90061,                0.95971,                0.64656,                  1.125,                 0.6268,                0.86706,               0.006535,               0.006535,               0.006535
                     37,                 1.0739,                0.68381,                0.87147,                0.96569,                0.92871,                0.96792,                0.64511,                 1.0122,                0.56493,                 0.8563,               0.006436,               0.006436,               0.006436
                     38,                 1.1361,                0.66885,                 0.8569,                0.95046,                0.97651,                 0.9888,                 0.6103,                 1.2192,                 0.6568,                 0.8716,               0.006337,               0.006337,               0.006337
                     39,                 1.1401,                0.70988,                0.85176,                0.97232,                0.94647,                0.97239,                0.68293,                0.98828,                0.58996,                0.84163,               0.006238,               0.006238,               0.006238
                     40,                 1.1317,                0.69723,                0.85963,                0.99298,                0.90409,                0.96214,                0.62928,                 1.1159,                0.62188,                0.85164,               0.006139,               0.006139,               0.006139
                     41,                 1.1126,                0.67337,                0.87329,                0.90401,                0.93499,                 0.9634,                 0.6385,                 1.0983,                0.66571,                0.84933,                0.00604,                0.00604,                0.00604
                     42,                 1.1174,                0.67316,                0.88699,                0.95507,                 0.9233,                  0.953,                0.68174,                0.93562,                0.57308,                 0.8396,               0.005941,               0.005941,               0.005941
                     43,                 1.1301,                 0.6682,                 0.8677,                0.91898,                0.97465,                0.95646,                0.64961,                 1.0075,                0.57544,                0.84611,               0.005842,               0.005842,               0.005842
                     44,                 1.0965,                0.65566,                 0.8624,                0.94555,                0.96262,                0.96086,                0.62574,                 1.0914,                0.64461,                0.85643,               0.005743,               0.005743,               0.005743
                     45,                 1.0843,                0.63845,                 0.8552,                0.94338,                0.97629,                0.96988,                0.69595,                0.94723,                0.55447,                0.83849,               0.005644,               0.005644,               0.005644
                     46,                  1.071,                0.61231,                0.84391,                0.96167,                0.94792,                0.97022,                0.67863,                 1.0441,                0.57506,                0.84698,               0.005545,               0.005545,               0.005545
                     47,                 1.0639,                0.62391,                0.87453,                0.95628,                0.94825,                 0.9787,                0.56974,                 1.1963,                0.61984,                0.86766,               0.005446,               0.005446,               0.005446
                     48,                 1.0588,                0.64085,                0.85983,                 0.9585,                0.96325,                 0.9716,                0.67021,                 1.1028,                0.59752,                 0.8558,               0.005347,               0.005347,               0.005347
                     49,                  1.102,                0.67901,                0.86633,                0.96652,                0.99378,                0.99417,                0.68778,                  1.018,                0.54797,                0.84601,               0.005248,               0.005248,               0.005248
                     50,                 1.0889,                0.63091,                 0.8709,                0.97113,                0.96012,                0.99146,                0.68042,                 1.0122,                0.54077,                0.84356,               0.005149,               0.005149,               0.005149
                     51,                 1.0331,                0.58983,                0.85659,                0.96772,                 0.9697,                 0.9868,                0.70034,                0.97724,                0.56002,                0.84066,                0.00505,                0.00505,                0.00505
                     52,                 1.0092,                0.58959,                0.84166,                0.95654,                0.96048,                0.96525,                0.69037,                0.96131,                0.53261,                0.84087,               0.004951,               0.004951,               0.004951
                     53,                 1.0556,                0.58671,                 0.8329,                0.97691,                0.95241,                0.96438,                0.69807,                 0.9262,                0.55219,                0.83466,               0.004852,               0.004852,               0.004852
                     54,                 1.0463,                0.59236,                0.82939,                 0.9721,                0.94553,                 0.9653,                0.70591,                0.89499,                0.55822,                0.82807,               0.004753,               0.004753,               0.004753
                     55,                 1.0421,                 0.5856,                0.84802,                0.96001,                0.96146,                0.96965,                0.67648,                0.89945,                0.53157,                0.82954,               0.004654,               0.004654,               0.004654
                     56,                0.96712,                 0.5551,                0.84024,                0.95585,                0.99665,                0.98717,                 0.6914,                0.97533,                0.54592,                0.83784,               0.004555,               0.004555,               0.004555
                     57,                 1.0402,                0.58343,                0.84388,                0.94594,                0.97676,                0.97008,                0.70401,                0.94006,                 0.5163,                0.83295,               0.004456,               0.004456,               0.004456
                     58,                  1.019,                0.57424,                0.84962,                0.95814,                      1,                0.99192,                 0.7187,                0.90337,                0.49966,                0.83427,               0.004357,               0.004357,               0.004357
                     59,                 1.0219,                0.56167,                0.84164,                0.97823,                0.99416,                 0.9925,                0.69675,                0.96584,                0.51784,                0.83163,               0.004258,               0.004258,               0.004258
                     60,                0.96928,                0.53827,                0.85218,                0.96323,                 0.9825,                0.98474,                0.68844,                0.90779,                0.51884,                0.83044,               0.004159,               0.004159,               0.004159
                     61,                 1.0026,                0.53652,                0.84803,                0.96227,                0.99271,                0.99067,                0.63401,                 1.0822,                0.53478,                0.84738,                0.00406,                0.00406,                0.00406
                     62,                0.95829,                0.53715,                0.82591,                0.94134,                      1,                0.99015,                0.70304,                0.96629,                0.50404,                0.83473,               0.003961,               0.003961,               0.003961
                     63,                0.96317,                0.54424,                0.83273,                0.96434,                0.99594,                0.99333,                0.65024,                 1.0502,                  0.541,                0.84635,               0.003862,               0.003862,               0.003862
                     64,                0.93218,                 0.5218,                0.82511,                0.97933,                0.96617,                0.97536,                0.71044,                0.89693,                0.49724,                 0.8291,               0.003763,               0.003763,               0.003763
                     65,                0.96594,                0.54307,                0.83202,                0.96323,                0.97429,                0.97489,                0.72438,                0.87882,                0.47842,                0.82097,               0.003664,               0.003664,               0.003664
                     66,                 0.9895,                0.53797,                0.83312,                0.95743,                0.99412,                0.99203,                0.68916,                0.96155,                0.48794,                0.83734,               0.003565,               0.003565,               0.003565
                     67,                0.95091,                0.52899,                0.83873,                0.97817,                0.99426,                0.99333,                0.70637,                0.95308,                0.48768,                0.83682,               0.003466,               0.003466,               0.003466
                     68,                 0.9928,                0.55152,                0.84136,                 0.9736,                0.99867,                0.99333,                0.73491,                0.94053,                0.48129,                0.83803,               0.003367,               0.003367,               0.003367
                     69,                0.92479,                0.51544,                 0.8342,                0.97515,                0.96635,                0.97632,                0.73048,                0.97603,                0.51909,                0.83825,               0.003268,               0.003268,               0.003268
                     70,                0.93492,                0.52172,                0.82766,                0.98162,                0.95995,                 0.9766,                0.72367,                0.90615,                0.49517,                0.82876,               0.003169,               0.003169,               0.003169
                     71,                0.96652,                0.54681,                0.81444,                 0.9925,                0.97244,                  0.995,                0.73163,                0.95589,                0.50923,                0.82782,                0.00307,                0.00307,                0.00307
                     72,                 0.9245,                0.50876,                0.82233,                0.98047,                  0.988,                  0.995,                0.73418,                0.93293,                0.47022,                0.82915,               0.002971,               0.002971,               0.002971
                     73,                0.94534,                0.53064,                0.83886,                0.97443,                0.99188,                  0.995,                 0.7228,                0.97931,                0.48004,                0.83673,               0.002872,               0.002872,               0.002872
                     74,                0.92201,                0.51837,                0.82581,                0.96615,                0.99591,                  0.995,                0.73868,                0.91471,                0.47147,                0.82268,               0.002773,               0.002773,               0.002773
                     75,                0.92017,                0.51126,                0.83565,                0.97375,                0.99757,                  0.995,                0.72942,                0.96882,                0.49397,                 0.8398,               0.002674,               0.002674,               0.002674
                     76,                 0.9116,                0.51262,                0.82626,                0.97481,                0.99465,                0.99417,                0.70265,                0.93861,                0.46758,                0.83286,               0.002575,               0.002575,               0.002575
                     77,                0.90325,                0.49041,                  0.817,                0.97568,                0.99223,                  0.995,                0.72069,                0.91134,                0.46936,                0.82328,               0.002476,               0.002476,               0.002476
                     78,                0.87835,                0.49288,                0.82486,                0.97416,                 0.9865,                0.99417,                0.70254,                0.96012,                0.46957,                0.82397,               0.002377,               0.002377,               0.002377
                     79,                0.88426,                0.48121,                0.81783,                0.97061,                 0.9514,                0.97417,                0.72761,                0.92361,                0.49237,                0.82088,               0.002278,               0.002278,               0.002278
                     80,                 0.8844,                0.49233,                0.81844,                 0.9756,                0.99321,                 0.9915,                0.72292,                0.94681,                0.46501,                 0.8218,               0.002179,               0.002179,               0.002179
                     81,                0.86978,                0.46276,                0.82741,                0.97527,                0.99651,                0.99067,                0.72275,                0.89989,                 0.4574,                0.82227,                0.00208,                0.00208,                0.00208
                     82,                0.86039,                 0.5159,                0.84441,                0.97297,                0.99498,                0.99067,                 0.7255,                0.90442,                0.43772,                 0.8161,               0.001981,               0.001981,               0.001981
                     83,                0.90988,                0.48602,                0.82347,                0.98033,                0.96668,                0.98925,                0.72406,                0.90891,                0.45736,                0.81594,               0.001882,               0.001882,               0.001882
                     84,                0.84669,                0.47537,                0.81619,                  0.976,                0.99457,                0.99067,                0.70408,                0.91559,                0.47346,                0.81937,               0.001783,               0.001783,               0.001783
                     85,                0.85952,                0.47296,                0.81869,                0.97679,                0.99327,                0.99067,                 0.7339,                0.88145,                0.44671,                0.81995,               0.001684,               0.001684,               0.001684
                     86,                0.81826,                0.44996,                0.82258,                0.97667,                0.99392,                0.99067,                0.73088,                0.87626,                0.44463,                0.81929,               0.001585,               0.001585,               0.001585
                     87,                0.82652,                0.44639,                0.83499,                0.97504,                0.98999,                 0.9925,                0.72266,                0.89868,                0.43999,                0.82186,               0.001486,               0.001486,               0.001486
                     88,                0.84768,                0.46216,                0.81384,                0.97628,                0.98324,                 0.9925,                0.71464,                0.96223,                0.45956,                0.82583,               0.001387,               0.001387,               0.001387
                     89,                0.81506,                0.45669,                0.82449,                0.97676,                0.98719,                 0.9925,                 0.7396,                  0.907,                0.43137,                0.82364,               0.001288,               0.001288,               0.001288
                     90,                0.78819,                0.45016,                0.83658,                0.97905,                0.99287,                0.99333,                 0.7312,                0.93217,                0.43522,                0.82538,               0.001189,               0.001189,               0.001189
                     91,                0.80927,                0.44481,                0.81529,                0.97623,                0.99469,                0.99417,                0.72485,                0.95258,                0.45219,                0.82216,                0.00109,                0.00109,                0.00109
                     92,                0.82433,                0.49152,                0.80925,                0.97751,                0.99344,                0.99417,                0.73308,                0.91523,                0.44191,                0.81731,               0.000991,               0.000991,               0.000991
                     93,                0.80793,                0.45002,                0.81721,                0.97912,                0.99342,                0.99333,                0.72745,                  0.908,                0.44294,                0.81879,               0.000892,               0.000892,               0.000892
                     94,                0.82927,                0.46401,                0.82571,                0.98019,                0.99403,                0.99333,                0.73183,                0.89215,                0.43339,                0.81592,               0.000793,               0.000793,               0.000793
                     95,                 0.8586,                0.48718,                0.80099,                0.98057,                0.99398,                0.99333,                0.73359,                0.88116,                0.42497,                0.81621,               0.000694,               0.000694,               0.000694
                     96,                0.77464,                0.43989,                 0.8084,                0.97977,                0.99514,                0.99333,                0.73338,                0.86761,                0.42187,                  0.815,               0.000595,               0.000595,               0.000595
                     97,                 0.8309,                0.44325,                 0.8062,                 0.9795,                0.99639,                0.99333,                0.74379,                0.86044,                0.41867,                 0.8112,               0.000496,               0.000496,               0.000496
                     98,                0.75726,                0.41798,                0.82703,                0.97892,                0.99736,                0.99333,                0.74496,                0.87011,                0.41952,                0.81102,               0.000397,               0.000397,               0.000397
                     99,                0.78089,                  0.434,                 0.8109,                0.97814,                0.99746,                 0.9915,                0.74141,                0.85854,                0.42088,                0.81048,               0.000298,               0.000298,               0.000298
